MEAN_X,MEAN_Y,nom_arret,Disttogare,good_names,i_est_200_,i_est_1km_,ind_sum,men_sum,men_pauv_s,men_1ind_s,men_5ind_s,men_prop_s,men_fmp_su,ind_snv_su,men_surf_s,men_coll_s,men_mais_s,log_av45_s,log_45_70_,log_70_90_,log_ap90_s,log_inc_su,log_soc_su,ind_0_3_su,ind_4_5_su,ind_6_10_s,ind_11_17_,ind_18_24_,ind_25_39_,ind_40_54_,ind_55_64_,ind_65_79_,ind_80p_su,ind_inc_su,alti1
654286.773970906157047,7104181.463186988607049,ROMAIN ROLLAND,1398.601,ROMAIN ROLLAND,0.000000,0.000000,461.000000,216.000000,32.000000,78.000000,12.000000,123.000000,29.000000,9024779.400000,17389.000000,69.000000,147.000000,128.000000,24.000000,51.000000,13.000000,0.000000,47.000000,14.000000,9.500000,26.500000,40.000000,33.000000,85.000000,83.000000,78.000000,69.000000,23.000000,0.000000,4
654588.783908476121724,7104229.972569541074336,DOLET,1103.007,DOLET,1.000000,0.000000,1269.500000,502.400000,81.400000,133.400000,50.000000,340.000000,49.200000,24014993.100000,43297.400000,87.100000,415.300000,107.200000,88.000000,265.100000,42.100000,0.000000,79.000000,59.000000,32.500000,86.500000,138.600000,107.500000,217.100000,237.900000,113.400000,219.000000,58.000000,0.000000,6
663495.228673883131705,7107978.477837503887713,HOPITAL MARITIME,8730.966,HOPITAL MARITIME,3.000000,3.000000,36.000000,14.100000,0.000000,6.100000,1.000000,0.000000,1.000000,900720.000000,1515.000000,3.100000,11.000000,14.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,7.000000,5.100000,3.900000,11.900000,4.100000,2.000000,0.000000,0.000000,7
665942.442717137513682,7106205.253510914742947,LAC DES HERONS,10477.933,GHYVELDE LAC DES HERONS,3.000000,0.000000,416.000000,156.600000,9.800000,36.400000,16.300000,105.300000,11.100000,9787968.200000,13605.000000,0.000000,156.600000,0.300000,57.100000,16.700000,82.500000,0.000000,27.000000,25.200000,9.700000,25.900000,39.000000,43.400000,63.300000,117.400000,36.700000,46.900000,8.500000,0.000000,1
650575.058986619347706,7103646.217494372278452,CONTOUR D AVAL,5125.368,CONTOUR D AVAL,2.000000,0.000000,360.000000,148.700000,20.200000,40.400000,14.200000,124.900000,9.600000,7607786.100000,13314.900000,2.000000,146.700000,30.300000,49.300000,52.500000,16.600000,0.000000,7.000000,11.900000,11.000000,19.500000,29.300000,27.800000,51.400000,68.300000,55.900000,65.800000,18.100000,1.000000,5
651032.591293975943699,7104024.551945462822914,EVRARD,4649.615,EVRARD,1.000000,0.000000,1237.500000,510.100000,58.800000,124.800000,37.600000,361.500000,49.600000,25318616.000000,45412.400000,53.000000,457.100000,99.000000,147.200000,138.600000,125.300000,0.000000,109.400000,47.300000,37.000000,87.900000,102.500000,90.800000,240.900000,242.700000,175.800000,165.400000,47.200000,0.000000,5
651310.800989661132917,7104131.943821067921817,COULIER,4371.331,COULIER,1.000000,0.000000,316.000000,136.900000,14.200000,35.200000,4.400000,124.500000,5.400000,6858570.800000,12752.600000,2.000000,134.900000,21.000000,51.800000,45.400000,18.700000,0.000000,5.600000,13.600000,8.000000,16.600000,17.500000,14.200000,60.100000,51.300000,42.200000,74.700000,17.800000,0.000000,3
651586.238442185218446,7104036.986627249047160,ZOO,4095.860,ZOO,0.000000,0.000000,498.500000,204.000000,32.000000,55.000000,22.000000,156.000000,18.000000,9660304.300000,18224.000000,15.000000,189.000000,24.000000,85.000000,78.000000,17.000000,0.000000,41.000000,21.000000,18.000000,27.500000,40.000000,33.000000,84.000000,94.000000,70.000000,85.000000,25.000000,1.000000,4
637426.389082829118706,7099482.191636934876442,COCHON NOIR,18826.100,COCHON NOIR,1.000000,0.000000,167.500000,60.200000,5.600000,8.600000,5.000000,30.200000,11.300000,4135535.600000,6077.900000,0.000000,60.200000,1.100000,0.900000,30.900000,27.300000,0.000000,13.000000,13.600000,7.000000,20.000000,21.800000,7.000000,46.300000,28.100000,10.600000,12.200000,0.900000,0.000000,1
639221.074613465927541,7099773.667470928281546,BEGUINAGE,17015.307,BEGUINAGE,0.000000,0.000000,1073.000000,502.000000,93.000000,201.000000,29.000000,176.000000,82.000000,21740681.200000,39105.000000,230.000000,272.000000,18.000000,182.000000,229.000000,73.000000,0.000000,243.000000,48.000000,18.500000,74.000000,98.000000,75.500000,189.000000,197.000000,120.000000,163.000000,90.000000,0.000000,1
638193.199276585597545,7099273.634773254394531,ISLANDAIS,18137.677,ISLANDAIS,3.000000,0.000000,22.000000,9.100000,0.700000,2.700000,0.500000,7.100000,0.600000,578114.200000,918.300000,0.000000,9.100000,2.100000,3.300000,2.900000,0.800000,0.000000,0.400000,1.200000,0.500000,1.000000,1.800000,1.900000,3.400000,4.100000,4.800000,2.100000,1.200000,0.000000,2
639077.134377635433339,7099576.768080946058035,LEON JOUHAUX,17205.104,LEON JOUHAUX,3.000000,0.000000,202.000000,93.800000,14.700000,29.400000,2.800000,67.100000,10.700000,4580633.400000,8462.700000,24.000000,69.800000,22.400000,53.600000,13.000000,4.800000,0.000000,22.000000,8.200000,0.900000,10.200000,15.000000,16.400000,27.800000,36.400000,35.700000,31.200000,20.200000,0.000000,1
667262.517687123501673,7108688.262837031856179,ALGUE-MARINE,12463.048,AIGUE MARINE,2.000000,1.000000,327.500000,146.500000,15.700000,44.100000,7.400000,102.900000,14.300000,7060996.500000,12979.400000,3.000000,143.500000,28.000000,37.700000,37.100000,43.700000,0.000000,34.400000,8.500000,0.500000,20.400000,26.700000,21.500000,50.700000,63.000000,57.500000,61.900000,16.800000,0.000000,5
668664.652638048632070,7108973.311899548396468,FRONTIERE,13873.573,FRONTIERE,1.000000,2.000000,53.000000,23.700000,4.500000,6.100000,1.000000,14.100000,1.000000,1050366.400000,2297.400000,0.000000,23.700000,9.100000,2.500000,5.500000,6.600000,0.000000,0.000000,6.000000,1.000000,0.000000,1.500000,5.000000,10.100000,10.700000,7.100000,8.100000,3.500000,0.000000,3
667890.173199804848991,7108797.527012326754630,ALBERT 1ER,13087.297,ALBERT 1ER,0.000000,5.000000,292.000000,118.000000,17.000000,29.000000,7.000000,95.000000,7.000000,6039548.900000,10804.000000,0.000000,118.000000,35.000000,30.000000,38.000000,15.000000,0.000000,10.000000,10.000000,9.000000,19.000000,25.000000,20.000000,46.000000,68.000000,29.000000,55.000000,11.000000,0.000000,3
668227.184726533130743,7108863.003835482522845,GRANDE MARE,13425.401,GRANDE MARE,1.000000,4.000000,120.000000,49.400000,6.000000,12.100000,4.000000,38.300000,2.000000,2573470.500000,4861.800000,4.000000,45.400000,13.100000,19.100000,6.100000,11.100000,0.000000,0.000000,6.000000,0.000000,3.100000,11.100000,8.100000,13.100000,29.200000,18.200000,15.100000,16.100000,0.000000,2
658026.144177001318894,7104399.383620543405414,PONT NEUF,2365.653,PONT NEUF,0.000000,0.000000,824.500000,347.000000,28.000000,97.000000,25.000000,275.000000,26.000000,21374720.500000,34567.000000,54.000000,293.000000,178.000000,45.000000,79.000000,45.000000,0.000000,4.000000,29.000000,20.000000,49.000000,74.500000,73.000000,133.000000,166.000000,99.000000,145.000000,36.000000,0.000000,3
650100.865626987535506,7102377.172348154708743,RAVEL,5835.627,RAVEL,0.000000,0.000000,922.000000,343.000000,52.000000,73.000000,40.000000,265.000000,43.000000,17542819.800000,28870.000000,9.000000,334.000000,0.000000,258.000000,79.000000,6.000000,0.000000,54.000000,48.000000,27.000000,60.000000,107.000000,65.000000,161.000000,147.000000,87.000000,156.000000,62.000000,2.000000,3
650314.958426797995344,7102397.377547858282924,MOZART,5625.139,MOZART,1.000000,0.000000,475.500000,177.100000,24.300000,49.000000,26.300000,142.400000,17.000000,8845757.500000,15325.200000,3.000000,174.100000,1.400000,138.600000,34.100000,3.000000,0.000000,24.000000,30.700000,22.300000,45.700000,30.300000,24.000000,84.600000,65.000000,42.900000,72.600000,49.400000,8.000000,2
650519.905434981454164,7102304.227919167838991,DAUDET,5459.570,DAUDET,0.000000,0.000000,379.000000,135.000000,27.000000,26.000000,22.000000,62.000000,21.000000,6658064.800000,11275.000000,9.000000,126.000000,0.000000,90.000000,33.000000,12.000000,0.000000,66.000000,11.000000,5.000000,36.500000,52.500000,30.000000,48.000000,68.000000,51.000000,56.000000,20.000000,1.000000,1
658231.780795062892139,7104917.245098663493991,PAUL MACHY,2683.175,PAUL MACHY,0.000000,0.000000,840.500000,414.000000,47.000000,172.000000,21.000000,236.000000,46.000000,19984720.900000,35203.000000,214.000000,200.000000,91.000000,179.000000,127.000000,17.000000,0.000000,47.000000,42.000000,12.000000,43.500000,69.500000,66.500000,151.000000,147.000000,128.000000,132.000000,49.000000,0.000000,4
658566.329913193359971,7104458.585238954983652,DEGROOTE,2908.932,DEGROOTE,0.000000,0.000000,628.500000,285.000000,93.000000,109.000000,18.000000,63.000000,51.000000,11257137.700000,21648.000000,211.000000,74.000000,6.000000,23.000000,172.000000,83.000000,1.000000,209.000000,36.500000,29.500000,46.500000,64.000000,53.000000,117.000000,124.000000,78.000000,61.000000,19.000000,0.000000,3
656107.536634847987443,7105756.802599417977035,BORDEES,1727.847,BORDEES,0.000000,0.000000,446.500000,220.000000,30.000000,86.000000,11.000000,29.000000,48.000000,9573743.800000,16020.000000,180.000000,40.000000,0.000000,0.000000,0.000000,220.000000,0.000000,158.000000,19.000000,14.000000,38.000000,36.000000,33.500000,120.000000,91.000000,43.000000,49.000000,3.000000,0.000000,3
650491.862193942302838,7103303.795272791758180,COMTE JEAN,5248.038,COMTE JEAN,3.000000,0.000000,11.000000,4.600000,0.300000,1.100000,0.300000,3.800000,0.000000,243303.500000,413.800000,0.000000,4.600000,1.500000,2.900000,0.200000,0.000000,0.000000,0.000000,0.800000,0.300000,0.200000,0.300000,1.100000,1.800000,1.100000,1.000000,2.900000,1.500000,0.000000,2
651950.864843846997246,7103918.699248660355806,NOUVELLE,3734.566,NOUVELLE,2.000000,0.000000,475.000000,194.400000,43.000000,54.000000,17.900000,97.700000,30.900000,8556294.400000,15928.700000,39.000000,155.400000,2.000000,144.900000,42.500000,5.000000,0.000000,83.800000,21.000000,10.900000,30.000000,46.800000,49.700000,72.000000,91.300000,50.500000,80.800000,22.000000,0.000000,3
652508.833300985861570,7103146.256118273362517,BILCKE,3308.179,BILCKE,1.000000,0.000000,345.000000,155.400000,25.600000,56.300000,11.300000,107.700000,8.000000,7353947.600000,13387.500000,36.000000,119.400000,22.000000,38.600000,85.600000,8.600000,0.600000,36.600000,8.600000,14.600000,24.200000,23.700000,20.200000,59.300000,71.300000,38.200000,66.200000,17.000000,1.700000,3
652670.109783080988564,7102818.392573716118932,PERES,3266.163,PERES,0.000000,0.000000,428.000000,143.000000,35.000000,32.000000,30.000000,71.000000,26.000000,7519303.200000,12428.000000,36.000000,107.000000,8.000000,67.000000,38.000000,29.000000,1.000000,53.000000,19.000000,13.000000,52.000000,64.000000,24.000000,73.000000,84.000000,37.000000,34.000000,11.000000,17.000000,5
647193.433657795889303,7101078.172447295859456,PORT FLUVIAL,9004.303,PORT FLUVIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
662061.941203045658767,7103945.831846042536199,SAINTE CATHERINE,6381.550,SAINTE CATHERINE,4.000000,2.000000,242.000000,91.900000,0.900000,12.700000,6.900000,86.600000,6.300000,7558339.000000,12159.800000,0.000000,91.900000,8.300000,6.500000,23.000000,54.100000,0.000000,0.000000,7.200000,7.200000,8.000000,24.500000,22.900000,31.000000,61.600000,48.400000,22.400000,8.800000,0.000000,1
662383.304524584673345,7104328.756059573963284,LEFF.VILLAGE,6705.989,LEFFRINCKOUCKE VILLAGE,5.000000,2.000000,288.500000,116.400000,15.500000,30.600000,9.600000,74.500000,10.500000,6751572.200000,10755.400000,18.400000,98.000000,12.100000,5.900000,53.700000,44.700000,0.000000,17.000000,7.600000,3.600000,12.000000,31.500000,27.900000,39.600000,74.400000,60.900000,28.000000,3.000000,0.000000,2
652786.299694988992997,7102548.341899607330561,STRASBOURG,3276.732,STRASBOURG,0.000000,0.000000,612.500000,246.000000,23.000000,41.000000,16.000000,212.000000,17.000000,13665791.900000,24154.000000,10.000000,236.000000,4.000000,40.000000,191.000000,11.000000,0.000000,14.000000,20.000000,7.000000,28.500000,49.000000,42.000000,101.000000,99.000000,118.000000,131.000000,16.000000,1.000000,1
657031.262624819995835,7101656.043199975043535,PARC DU FORT LOUIS,2776.189,PARC DU FORT LOUIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
653521.663333611679263,7102750.180610906332731,JEAN ZAY,2537.857,JEAN ZAY,0.000000,0.000000,1159.000000,538.000000,75.000000,163.000000,17.000000,309.000000,75.000000,23940891.400000,44427.000000,195.000000,343.000000,14.000000,135.000000,383.000000,6.000000,0.000000,196.000000,39.500000,35.000000,56.500000,80.000000,81.000000,187.000000,220.000000,153.000000,217.000000,90.000000,0.000000,2
,,ROUTE DE SPYCKER,6792.164,ROUTE DE SPYCKER,1.000000,1.000000,4.000000,1.500000,0.100000,0.500000,0.300000,1.500000,0.000000,84703.600000,166.800000,0.000000,1.500000,0.200000,0.100000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.500000,0.100000,0.500000,0.700000,0.400000,1.300000,0.400000,0.000000,4
659313.145963464048691,7104226.323693601414561,LES CEDRES,3634.155,LES CEDRES,3.000000,0.000000,184.500000,78.000000,2.000000,13.200000,2.500000,76.400000,5.500000,6451129.000000,11033.000000,0.000000,78.000000,1.200000,1.000000,6.800000,69.000000,0.000000,0.500000,3.000000,3.300000,6.700000,7.300000,13.500000,20.000000,37.700000,54.000000,31.800000,7.200000,0.000000,3
658942.420445061521605,7104656.953435506671667,CHAPEAU ROUGE,3310.838,CHAPEAU ROUGE,1.000000,0.000000,242.000000,96.000000,1.300000,12.700000,7.400000,92.500000,4.200000,7509548.200000,11913.800000,0.000000,96.000000,2.400000,2.500000,53.600000,37.500000,0.000000,0.000000,4.200000,5.100000,7.300000,20.300000,15.700000,17.900000,42.100000,45.300000,68.200000,15.900000,0.000000,5
659146.369851677445695,7104422.242671102285385,BERLIOZ,3481.167,BERLIOZ,1.000000,0.000000,381.000000,165.600000,6.200000,34.300000,4.200000,159.400000,6.200000,12309392.400000,21085.800000,0.000000,165.600000,2.300000,0.200000,123.500000,39.600000,0.000000,0.200000,7.000000,3.600000,20.000000,24.900000,23.700000,30.500000,67.700000,90.800000,90.500000,22.300000,0.000000,3
,,GRAND BUREAU,5394.268,GRAND BUREAU,3.000000,0.000000,17.000000,7.100000,0.600000,1.700000,0.600000,5.900000,0.000000,376014.500000,639.500000,0.000000,7.100000,2.400000,4.400000,0.300000,0.000000,0.000000,0.000000,1.200000,0.600000,0.300000,0.600000,1.700000,2.600000,1.700000,1.600000,4.300000,2.400000,0.000000,3
663792.809864737675525,7102779.399499615654349,PLACE D`UXEM,8214.926,PLACE D'UXEM,3.000000,2.000000,822.000000,291.300000,14.000000,30.500000,16.100000,259.500000,28.800000,21702529.900000,32453.600000,1.800000,289.500000,24.500000,31.700000,75.800000,157.300000,2.000000,11.000000,38.900000,25.800000,68.200000,96.700000,49.700000,156.700000,190.200000,85.600000,94.100000,16.100000,0.000000,2
636679.348289005691186,7101209.391364097595215,MARCHAL,19218.433,MARCHAL,2.000000,0.000000,134.000000,61.700000,16.000000,22.300000,2.600000,32.200000,5.800000,2665506.600000,5174.100000,25.000000,36.700000,0.800000,49.900000,7.700000,3.300000,0.000000,22.400000,1.000000,2.600000,11.000000,12.200000,6.500000,23.200000,28.500000,30.600000,9.800000,8.600000,0.000000,4
636782.207640006090514,7100969.834392348304391,ALOUETTES,19154.200,ALOUETTES,0.000000,0.000000,618.500000,269.000000,46.000000,78.000000,15.000000,153.000000,33.000000,13002575.800000,22701.000000,15.000000,254.000000,128.000000,19.000000,46.000000,75.000000,1.000000,70.000000,18.000000,11.000000,33.500000,53.500000,60.500000,92.000000,127.000000,97.000000,97.000000,29.000000,0.000000,4
637036.455834190361202,7101307.703063724562526,CALVAIRE,18850.692,CALVAIRE,2.000000,2.000000,771.000000,349.000000,32.800000,127.500000,15.000000,257.700000,35.900000,16115215.200000,29433.000000,19.000000,330.000000,135.000000,182.600000,8.700000,22.700000,0.000000,15.000000,32.700000,19.900000,43.100000,61.400000,71.600000,156.800000,141.100000,86.700000,97.500000,60.200000,0.000000,3
636961.651113769272342,7100797.128495737910271,MONUMENT,19006.252,MONUMENT,1.000000,0.000000,1028.000000,494.000000,86.200000,199.000000,18.800000,244.200000,76.800000,20276903.700000,38997.900000,91.000000,403.000000,167.200000,141.700000,37.400000,147.700000,0.000000,143.000000,48.000000,23.800000,59.600000,83.500000,78.600000,176.100000,202.600000,142.500000,143.100000,70.200000,0.000000,4
637285.338019436225295,7100950.905344765633345,FLAQUE AUX ESPAGNOLS,18661.102,GRAND FORT PHILIPPE FLAQUE AUX ESPAGNOLS,1.000000,0.000000,651.500000,299.800000,52.700000,103.900000,17.700000,168.700000,30.700000,12457698.800000,23922.800000,10.700000,289.100000,96.600000,105.800000,83.700000,13.700000,0.000000,88.000000,17.400000,11.000000,31.800000,54.500000,43.800000,97.000000,119.200000,91.200000,135.200000,50.400000,0.000000,4
666715.634719585650600,7108500.260160672478378,B-DUNES  MAIRIE,11885.434,MAIRIE BRAY DUNES,3.000000,0.000000,721.500000,321.900000,23.200000,90.000000,16.800000,276.500000,29.100000,16507232.800000,29795.800000,20.400000,301.500000,63.500000,59.500000,165.100000,33.800000,0.000000,16.000000,18.000000,16.500000,35.400000,43.300000,56.100000,92.300000,142.400000,97.000000,175.200000,45.300000,0.000000,4
666641.954122950788587,7106408.289232477545738,PLACE DU BERCK,11204.219,PLACE DU BERCK,1.000000,0.000000,1238.000000,486.800000,41.000000,104.100000,35.000000,378.800000,37.000000,28658349.500000,46510.800000,25.000000,461.800000,60.100000,143.000000,130.600000,153.100000,0.000000,67.000000,41.000000,26.000000,76.000000,135.600000,95.700000,192.100000,275.300000,157.600000,183.600000,55.100000,0.000000,1
666584.102546496549621,7106946.887684036046267,SANGLIERS,11272.333,SANGLIERS,7.000000,1.000000,240.000000,104.600000,11.600000,31.700000,4.700000,89.100000,4.000000,5671875.800000,11209.000000,4.000000,100.600000,34.800000,27.600000,31.600000,9.600000,1.000000,0.000000,14.000000,3.600000,11.500000,16.900000,16.300000,36.800000,36.300000,33.700000,55.800000,15.100000,0.000000,3
637172.001893820939586,7100369.473015143536031,CIMETIERE GRAND-FORT,18878.530,CIMETIERE GRAND FORT,1.000000,0.000000,725.000000,310.200000,80.300000,91.100000,25.300000,161.300000,40.300000,13450294.100000,25707.200000,54.300000,255.900000,12.300000,105.200000,175.400000,15.300000,2.000000,134.000000,26.600000,17.000000,57.700000,71.500000,35.200000,117.000000,128.800000,97.800000,145.800000,27.600000,0.000000,4
637662.229083336656913,7101334.746892940253019,VICTOR HUGO,18227.871,VICTOR HUGO,0.000000,2.000000,424.500000,207.000000,26.000000,80.000000,5.000000,119.000000,19.000000,9390362.800000,16956.000000,20.000000,187.000000,50.000000,103.000000,29.000000,25.000000,0.000000,51.000000,9.500000,8.000000,21.500000,32.500000,22.000000,56.000000,71.000000,87.000000,89.000000,28.000000,0.000000,5
637943.753477475955151,7100826.229696191847324,HAUSSMAN,18034.452,HAUSSMAN,0.000000,0.000000,1136.500000,516.000000,66.000000,182.000000,32.000000,215.000000,55.000000,23578820.600000,42051.000000,186.000000,330.000000,3.000000,44.000000,441.000000,28.000000,0.000000,237.000000,66.000000,20.500000,56.000000,81.000000,107.000000,231.000000,195.000000,192.000000,161.000000,27.000000,0.000000,4
637731.509042131481692,7101154.960548436269164,MERLEN,18187.455,MERLEN,0.000000,0.000000,798.000000,402.000000,50.000000,166.000000,12.000000,211.000000,46.000000,17383798.000000,32890.000000,81.000000,321.000000,95.000000,88.000000,150.000000,69.000000,0.000000,108.000000,25.000000,11.000000,32.500000,47.500000,58.000000,127.000000,149.000000,130.000000,174.000000,44.000000,0.000000,5
637298.473262650892138,7100072.182729041203856,BEGONIAS,18815.655,BEGONIAS,1.000000,0.000000,712.000000,333.300000,56.400000,99.400000,13.000000,208.300000,37.200000,15288799.000000,30039.600000,91.000000,242.300000,0.900000,0.600000,323.600000,8.200000,0.000000,111.000000,15.400000,9.500000,36.500000,54.200000,45.000000,102.200000,103.800000,114.900000,204.900000,25.600000,0.000000,2
638145.289525163825601,7100540.652427616529167,SPORTICA,17890.601,SPORTICA,2.000000,0.000000,1147.000000,448.000000,56.000000,124.000000,46.000000,169.000000,51.000000,24414790.200000,41138.000000,104.000000,344.000000,16.000000,26.000000,343.000000,63.000000,0.000000,137.000000,44.500000,25.500000,70.500000,160.500000,114.000000,205.000000,235.000000,148.000000,132.000000,11.000000,1.000000,3
653158.835183231509291,7105286.487170601263642,RAFFINERIE,2795.688,RAFFINERIE,1.000000,0.000000,28.000000,11.500000,0.000000,3.400000,2.000000,2.700000,0.700000,542882.300000,933.100000,0.000000,11.500000,0.700000,0.000000,8.800000,2.000000,0.000000,8.800000,2.000000,2.000000,1.700000,2.700000,1.300000,4.000000,6.100000,0.700000,6.100000,1.400000,0.000000,9
666283.581773592391983,7105938.519501693546772,SOGELOGE,10763.020,SOGELOGE,4.000000,0.000000,570.000000,218.400000,8.000000,35.600000,12.800000,189.600000,17.900000,13757343.600000,23068.600000,0.000000,218.400000,4.000000,37.600000,128.800000,48.000000,0.000000,13.000000,34.600000,12.400000,37.200000,49.700000,37.700000,82.300000,119.300000,74.800000,107.300000,14.700000,0.000000,1
645580.682564443326555,7100341.673652899451554,RUE DE LA GARE,10771.500,RUE DE LA GARE,5.000000,0.000000,547.500000,215.200000,29.000000,56.900000,15.000000,134.400000,26.900000,11361295.400000,20303.900000,13.000000,202.200000,26.800000,21.600000,116.800000,50.000000,0.000000,45.000000,27.800000,13.300000,38.900000,47.800000,47.900000,106.600000,112.800000,62.600000,57.900000,31.900000,0.000000,4
646134.736095937434584,7099707.813673980534077,LOON-PLAGE GARE,10501.560,GARE LOON PLAGE,3.000000,4.000000,42.500000,17.600000,3.600000,6.200000,2.000000,14.000000,2.000000,966642.900000,2006.400000,2.600000,15.000000,8.700000,0.600000,6.300000,2.000000,0.000000,0.000000,1.000000,1.400000,3.900000,5.800000,1.500000,9.600000,9.500000,5.200000,1.000000,3.600000,0.000000,0
645670.636391878593713,7100139.917159629985690,MENDES FRANCE,10759.465,MENDES FRANCE,2.000000,5.000000,945.500000,328.800000,43.200000,54.600000,41.300000,177.400000,44.300000,20312288.300000,30563.500000,35.200000,293.600000,2.700000,18.200000,112.900000,195.000000,0.000000,111.000000,34.000000,27.700000,86.900000,126.700000,95.300000,168.500000,219.300000,126.600000,43.300000,16.200000,1.000000,1
645186.459114024415612,7100158.556805592961609,MAIRIE LOON-PLAGE,11204.834,MAIRIE LOON PLAGE,1.000000,2.000000,1102.500000,454.800000,70.100000,125.300000,35.100000,215.600000,44.100000,21651678.700000,39276.800000,77.100000,377.700000,50.300000,114.100000,169.400000,121.000000,0.000000,176.000000,40.000000,32.600000,71.700000,114.300000,88.600000,206.200000,209.600000,162.300000,118.100000,57.100000,2.000000,3
640043.301274991012178,7100364.863969022408128,GOELETTES,16074.292,GOELETTES,5.000000,3.000000,516.000000,205.200000,37.300000,47.600000,15.700000,102.100000,27.600000,10850968.500000,19146.100000,6.000000,199.200000,18.800000,17.900000,105.100000,63.400000,0.000000,90.500000,13.000000,10.100000,34.300000,57.500000,45.700000,81.400000,110.800000,72.300000,81.700000,9.200000,0.000000,1
639821.520999448955990,7098783.320758251473308,PONT DE PIERRE,16722.090,PONT DE PIERRE,6.000000,1.000000,687.000000,236.300000,22.200000,43.900000,26.800000,129.300000,36.900000,17128909.900000,25427.600000,40.500000,195.800000,14.500000,3.400000,63.500000,154.900000,0.000000,72.000000,33.400000,22.300000,65.300000,100.700000,56.700000,134.400000,155.100000,82.600000,32.600000,3.900000,0.000000,5
639521.175221395445988,7100050.132526881992817,LES HUTTES,16656.082,LES HUTTES,1.000000,0.000000,1920.500000,763.100000,79.900000,200.700000,62.700000,434.500000,85.600000,45566506.400000,71218.400000,68.900000,694.200000,223.300000,66.000000,226.900000,246.900000,0.000000,221.000000,86.900000,60.900000,127.700000,202.100000,149.700000,368.200000,402.800000,240.700000,215.500000,66.000000,0.000000,4
652331.617749063530937,7097284.293686867691576,MAIRIE SPYCKER,7578.640,MAIRIE SPYCKER,3.000000,2.000000,867.500000,305.900000,22.600000,51.300000,28.700000,237.500000,25.600000,21468199.200000,32760.300000,0.000000,305.900000,21.500000,49.400000,71.500000,163.500000,0.000000,27.000000,38.500000,22.600000,70.900000,115.000000,74.000000,148.400000,215.700000,83.800000,78.100000,20.500000,0.000000,3
652566.063710927031934,7097120.325018958188593,L'ABBE PARESYS,7627.321,ABBE PAREZYS,2.000000,0.000000,611.000000,238.600000,11.300000,42.600000,9.600000,219.900000,16.900000,14570975.700000,23752.100000,0.000000,238.600000,8.700000,23.700000,159.500000,45.700000,1.000000,1.000000,19.900000,14.800000,32.400000,61.800000,41.300000,80.200000,147.500000,64.300000,105.400000,43.400000,0.000000,2
637694.515119380783290,7101476.205156220123172,EDMOND ROSTAND,18175.133,PETIT FORT PHILIPPE EDMOND ROSTAND,2.000000,5.000000,365.000000,144.400000,24.000000,36.400000,7.000000,59.400000,22.100000,7617373.700000,11995.000000,2.000000,142.400000,3.000000,108.700000,17.800000,14.900000,0.000000,75.000000,6.500000,4.400000,23.500000,37.500000,42.000000,38.000000,86.700000,49.000000,59.400000,18.000000,0.000000,3
665949.660430617979728,7109284.392086859792471,BRAY-DUNES PLAGE,11510.456,PLAGE BRAY DUNES,1.000000,0.000000,872.500000,483.400000,75.500000,224.400000,7.800000,301.000000,49.800000,20939584.300000,37137.800000,265.400000,218.000000,78.900000,178.900000,63.200000,162.400000,0.000000,32.000000,20.000000,6.000000,31.800000,35.800000,65.700000,96.400000,153.300000,139.900000,267.800000,55.800000,0.000000,8
668317.551401201053523,7102232.269974337890744,LES MOERES,12770.406,LES MOERES,6.000000,0.000000,539.500000,200.200000,20.000000,39.200000,18.800000,149.400000,22.000000,12358213.300000,21386.800000,10.000000,190.200000,2.000000,70.000000,39.300000,88.900000,0.000000,16.000000,33.100000,23.400000,40.500000,49.800000,43.400000,119.100000,117.700000,40.500000,58.700000,13.300000,0.000000,2
